h1,h2,h3,h4,p1,p2,p3,p4,pt,   cost
1.691686818,3.021125638,3.436810855,4.100874,2.517719736,0.947874929,1.238842353,5.295562982,10,10005.28898
3.091276132,3.526089364,3.796733292,4.46624001,2.288427401,0.870721392,1.134105708,4.616745499,8.91,10005.2895
2.40471213,2.977728226,3.015037589,3.060715065,3.209241165,1.270559568,1.602278131,6.497929524,12.58000839,10005.28964
1.023209126,2.622608161,3.183025447,3.790438041,2.751320576,1.027927126,1.342093638,6.09865866,11.22,10005.29169
1.697065905,2.333520336,4.357516048,4.76921769,2.294455465,0.81821492,1.047703461,4.749626154,8.91,10005.29344
1.331501443,2.296801246,3.660663374,4.285593591,2.529936101,0.91068672,1.183861251,5.375515928,10,10005.29362
2.616134517,3.851621568,3.912582603,4.477892987,2.261754619,0.873269026,1.128854684,4.646121671,8.91,10005.29584
2.679753693,3.06879121,4.357682237,4.496022028,2.297138486,0.870895463,1.100381739,4.641584313,8.91,10005.29736
1.304306741,1.932182611,2.220705423,4.903790325,2.567102008,0.799622611,1.249929972,5.383345408,10,10005.299
2.14233011,2.486985235,3.449678356,4.845595003,2.311851262,0.809937952,1.09982005,4.688390736,8.91,10005.30002
2.405073449,2.559812423,3.081937557,3.116872491,3.236382176,1.260623934,1.585100172,6.497894057,12.58000034,10005.30136
1.234394066,1.361634644,2.902399233,4.959266061,2.664677181,0.792861623,1.137404162,5.405057035,10,10005.30218
1.51001732,2.729034505,4.055949326,4.820022415,2.245153964,0.816086301,1.062637705,4.78612203,8.91,10005.30263
2.547598582,2.926531707,3.561763523,4.03563883,2.572719074,0.975128936,1.255888732,5.196263259,10,10005.30313
2.225606345,2.548302079,3.340945937,4.864289014,2.311380138,0.809822778,1.109139205,4.679657879,8.91,10005.30428
4.460064799,4.768741853,4.774366576,4.875820294,2.037214029,0.808107824,1.017570506,4.087106183,7.949998542,10005.30522
1.561742786,2.52327554,2.830737191,3.247186858,3.183077557,1.216751211,1.570016079,6.610155153,12.58,10005.30773
2.937245289,4.053674262,4.407504721,4.412822637,2.265783346,0.694996956,1.323991757,4.625228909,8.910000967,10005.30858
1.491536856,1.656147953,2.767048842,4.741766864,2.634293042,0.834543196,1.195939058,5.335224703,10,10005.30953
1.262324289,1.704476648,1.708037837,3.228047593,3.625297809,1.226570168,1.812037292,7.456094731,14.12,10005.31017
1.659729037,2.121233424,4.036456504,4.245037791,2.58508492,0.932959414,1.180701665,5.301253994,9.999999993,10005.31047
1.061859996,2.306434941,3.673539289,3.808557248,2.786348857,1.040280895,1.31249838,6.080871869,11.22,10005.31091
1.400862624,3.43504877,3.989923086,4.797954872,2.194596873,0.826424397,1.077055795,4.811922935,8.91,10005.31184
1.711656013,2.482838124,3.973239278,4.871803778,2.282825056,0.814188183,1.065871993,4.747114769,8.91,10005.31225
2.246965565,2.611895747,3.121506483,4.233488356,2.580170675,0.938474432,1.258832569,5.222522324,10,10005.31412
2.595395522,2.914111163,3.377811685,4.107683122,2.575254472,0.968023502,1.264073162,5.192648864,10,10005.31508
1.972343606,2.016155379,2.11449254,2.555731905,4.081243997,1.556161884,2.029088594,8.173505524,15.84,10005.31531
1.839876665,1.871279752,2.266315241,4.065633803,2.936318147,0.980339812,1.421584694,5.881757346,11.22,10005.3178
2.631967779,3.405808056,4.150034319,4.570914345,2.279322073,0.872372067,1.11333393,4.64497193,8.91,10005.31833
2.149965668,2.426364716,2.904035947,3.218439722,3.234788674,1.239150559,1.583498914,6.522561853,12.58,10005.3185
1.803196838,2.158918123,2.744218624,3.310065793,3.237954825,1.205178704,1.569581158,6.567285313,12.58,10005.31881
1.076078026,1.632570619,4.255829774,4.621349929,2.573940305,0.863218784,1.09819059,5.464650321,10,10005.31882
1.771448521,2.214480096,4.246814307,4.910870173,2.312159188,0.812557653,1.048028273,4.737254886,8.91,10005.31915
2.478795444,2.831277659,3.128436354,4.900278809,2.303243278,0.815198671,1.134847175,4.656710876,8.91,10005.3204
3.173668458,3.50368563,3.630479329,3.991550238,2.56393393,1.001536806,1.276982869,5.157546387,9.999999992,10005.32126
2.224329619,3.221507625,3.234529818,4.157834506,2.54281342,0.961617903,1.270781849,5.224786828,10,10005.32142
2.002871992,2.238884261,4.215972195,4.884406369,2.326004766,0.821080252,1.058273467,4.704641516,8.91,10005.32495
2.634393847,2.758386236,4.122098793,4.696892362,2.313866915,0.854370619,1.096965484,4.644796981,8.91,10005.32564
1.255561958,2.291463339,2.808272156,4.650476066,2.519087149,0.863296975,1.219387818,5.398228058,10,10005.32618
1.389970346,1.451554389,1.51501601,2.894816219,4.124598377,1.387811343,2.047870375,8.279719904,15.84,10005.32696
1.16708852,2.919867047,4.386998736,4.979656095,2.184532415,0.807052398,1.034998669,4.883416518,8.91,10005.32735
2.394618678,3.369585208,3.482381016,3.548931337,2.84898758,1.13252131,1.419689663,5.81880158,11.22000013,10005.32747
1.678677862,3.506281788,3.646980203,4.164631758,2.493674476,0.967136304,1.241335766,5.297853454,10,10005.32992
1.247336185,3.069481437,4.860674936,4.869175841,2.190039816,0.609090078,1.255012226,4.855854712,8.909996831,10005.33261
1.836151782,2.507267237,2.997515458,3.262102124,3.208265985,1.237907874,1.571517497,6.562308643,12.58,10005.3329
1.118807512,2.358796115,2.55803286,4.827043998,2.488520338,0.836824935,1.227750327,5.4469044,10,10005.33325
2.499505253,2.803700994,3.43623602,3.614559726,2.883315913,1.117814188,1.408830311,5.810039588,11.22,10005.33354
2.367324986,3.395561139,3.729676747,4.083714505,2.541646661,0.989512365,1.257632119,5.211208855,10,10005.33368
2.732686144,3.052801976,3.353662794,4.153096803,2.572298885,0.973274762,1.271456201,5.182970152,10,10005.33403
1.664282931,2.266778743,4.200385549,4.995074552,2.297862485,0.809317222,1.047390606,4.755429687,8.91,10005.33417
2.619612503,2.658157591,3.396850383,4.905004863,2.320166248,0.824787735,1.119178093,4.645867924,8.91,10005.33502
2.707429317,2.711535353,2.986327852,3.690391565,2.89705886,1.096702348,1.431561764,5.794677028,11.22,10005.3355
1.684166404,2.996963857,3.714726811,4.931970086,2.245894123,0.821512149,1.09071095,4.751882778,8.91,10005.33676
2.519440358,3.357312586,3.981590956,4.05375597,2.549701599,1.000289055,1.251552586,5.198456785,10.00000003,10005.33775
2.148152655,2.95408481,4.568472556,4.708212269,2.280378096,0.861485876,1.080377894,4.687758132,8.909999999,10005.33801
1.002125255,4.421522504,4.742689479,4.907481118,2.091118406,0.827042341,1.037899641,4.953939661,8.910000049,10005.33877
2.20497942,2.92678438,3.535961491,4.888704269,2.28495621,0.830237897,1.113046407,4.681759486,8.91,10005.33879
1.891004292,2.302643952,2.609295796,4.602923612,2.584936808,0.883704131,1.266949297,5.264409765,10,10005.34131
1.448065718,1.998016697,2.545892339,3.492593004,3.222604061,1.164659078,1.557448665,6.635288196,12.58,10005.34133
1.436694061,2.66277662,3.307708939,3.800721528,2.818763315,1.070445709,1.37276977,5.958021206,11.22,10005.34155
2.415607604,3.869762974,4.000717684,4.665288372,2.25321325,0.872422168,1.122377321,4.66198726,8.91,10005.34201
1.243952847,2.77729106,3.618029156,3.792696951,2.784059297,1.073801285,1.350194922,6.011944496,11.22,10005.34273
3.104634099,3.598870576,4.531344662,4.560034937,2.285913338,0.893598695,1.11443738,4.616049574,8.909998988,10005.34347
2.182077526,2.374997629,2.540146942,3.907273904,2.900956811,1.043112873,1.436790886,5.83913943,11.22,10005.34361
1.701397788,2.280436221,3.186898454,3.314842648,3.217318368,1.232509504,1.546296109,6.583876014,12.57999999,10005.34641
1.475189544,3.013486021,4.449431146,4.913142103,2.223951048,0.833680812,1.058428644,4.793939496,8.91,10005.34936
1.076463403,2.638003922,3.30502087,3.384979244,3.102295324,1.210322518,1.512898167,6.754483976,12.57999998,10005.34963
1.211629399,2.188476143,2.205066589,4.275841818,2.827135758,0.95834788,1.411848924,6.022667438,11.22,10005.34986
1.510896466,3.23723249,3.663155218,3.712153264,2.793997341,1.105596822,1.379476988,5.940929953,11.2200011,10005.35214
1.616952833,3.361312331,4.231550206,4.865277413,2.221639618,0.843908377,1.08022839,4.764223615,8.91,10005.35215
1.06817751,2.151206027,2.396999508,3.63694001,3.143384264,1.130670252,1.54785849,6.758086994,12.58,10005.35394
1.881627233,2.074359661,2.848581989,3.956728325,2.913174516,1.04002309,1.391074948,5.875727447,11.22,10005.35476
1.676838881,2.791622891,3.854742444,4.308925229,2.530017232,0.956190978,1.215611682,5.298180109,10,10005.35619
1.52172003,3.67331384,4.735890304,4.802389033,2.199329564,0.857870124,1.06922481,4.783575622,8.910000119,10005.35623
1.431226359,1.491188755,2.940761538,3.076296537,3.690627598,1.339986392,1.680035256,7.409350749,14.11999999,10005.35676
1.535947053,2.853215201,4.312320112,4.974862909,2.239974873,0.828799671,1.060693402,4.780532055,8.91,10005.35704
2.159143405,2.296539454,3.4283962,3.790264578,2.906932223,1.089906443,1.381588017,5.841573317,11.22,10005.35925
1.250042494,1.73768322,2.986309114,3.560459138,3.232746241,1.16120292,1.496064437,6.689986402,12.58,10005.3602
1.673117965,3.149076171,3.920224586,4.972085281,2.236855103,0.832107114,1.08719454,4.753843244,8.91,10005.36101
1.069368645,1.581848361,4.472533528,4.7931385,2.58230312,0.86327216,1.086859112,5.467565607,10,10005.36115
3.559644778,3.924588997,3.983645203,4.665182172,2.284670149,0.889420013,1.140446384,4.595463454,8.91,10005.36438
1.469167903,4.041092352,4.080772505,4.925040649,2.181064573,0.844277544,1.089329185,4.795328698,8.91,10005.36684
3.029773125,3.148470929,3.815074195,4.831723431,2.303792818,0.862030112,1.124148212,4.620028858,8.91,10005.36879
1.00829728,2.44376727,3.544762768,4.728027218,2.456659385,0.882674395,1.164780721,5.495885499,10,10005.37109
2.366045595,2.488334642,3.712215857,3.751191377,2.900280552,1.111143024,1.387240833,5.821323253,11.21998766,10005.37315
1.052099303,1.919869016,2.224646776,4.503316799,2.827814278,0.928717924,1.378227487,6.085240311,11.22,10005.3736
1.711007951,1.879214493,3.263424187,4.015509449,2.924955911,1.043196036,1.349622643,5.90222541,11.22,10005.37545
2.257595188,2.815343512,3.579649233,3.745989689,2.871860926,1.118653557,1.398010913,5.831474605,11.22,10005.37586
1.453883768,2.035495331,2.88084428,3.033082769,3.603687262,1.38264287,1.729763419,7.403906446,14.12,10005.37675
1.103814634,1.510876135,4.598134202,4.864181864,2.604446511,0.862549554,1.080029327,5.452974607,9.999999999,10005.37729
1.527420273,2.475709224,4.029505227,4.456589005,2.538287665,0.943096791,1.191266217,5.327349328,10,10005.37934
1.653324267,2.197420066,3.260265565,3.422575557,3.221329057,1.229762853,1.536487077,6.592421013,12.58,10005.38099
2.192453571,2.512155878,3.155969047,3.872319536,2.890004735,1.087540188,1.404400076,5.838055,11.22,10005.38164
3.743200353,3.967431519,4.590716964,4.638179762,2.286741085,0.907662076,1.127020571,4.588575572,8.909999303,10005.38224
1.797756203,1.878473969,1.990262076,2.383704729,4.572111268,1.768658933,2.271105325,9.168124475,17.78,10005.38293
1.936192061,2.240987226,3.295984107,3.924988011,2.898996531,1.074682552,1.378082073,5.868238844,11.22,10005.38353
1.892192659,3.387574733,3.942189935,4.984779301,2.242976367,0.847056907,1.100723021,4.719243706,8.91,10005.38471
1.579708105,2.695793812,3.636548894,3.863994068,2.832217041,1.093141395,1.368127394,5.92651417,11.22,10005.38513
1.291286574,1.455254044,2.415964283,3.858156507,3.294977264,1.096949308,1.510862712,6.677210717,12.58,10005.38742
2.489931723,3.181949861,4.729947377,4.8193231,2.28423214,0.879260675,1.090698445,4.655808729,8.909999989,10005.38887
2.175007447,2.283833925,3.933997794,4.435664131,2.603987969,0.955966707,1.210161054,5.22988427,10,10005.38966
1.388914555,2.746616792,3.484773602,4.582906871,2.502045467,0.925499249,1.212461937,5.359993347,10,10005.38997
1.091619475,2.628806998,3.093780212,4.843095581,2.461182812,0.878776477,1.202005644,5.458035067,10,10005.39396
1.97537691,1.990082138,2.008905809,2.761129489,4.084687785,1.542206272,2.03998969,8.173116252,15.84,10005.39458
3.063429081,3.550360345,3.5924869,3.696177948,2.864226747,1.152089582,1.430467907,5.773215916,11.22000015,10005.39462
1.119748913,1.756202901,4.16968618,4.86189428,2.561440806,0.876102158,1.11592836,5.446528676,10,10005.39493
3.304595339,3.416031328,3.837579997,4.88560444,2.298216453,0.872449102,1.133029989,4.606304456,8.91,10005.39573
1.710038812,2.079660198,2.728036267,3.56446561,3.23922838,1.195908277,1.562472318,6.582391024,12.58,10005.39582
1.170446041,1.300876194,3.658405585,3.750130085,3.315762597,1.136827829,1.410222016,6.717187609,12.58000005,10005.39598
1.203932194,2.880532499,2.915854535,4.802889981,2.465926127,0.887907728,1.230860364,5.415305781,10,10005.3963
1.432272191,3.726840143,3.901602413,4.408035551,2.459614085,0.967492656,1.223797604,5.349095656,10,10005.39636
1.044654994,1.352231957,3.202697715,4.52817309,2.935445588,0.94184536,1.254082134,6.088626918,11.22,10005.39639
1.700182813,2.906898581,4.259995997,4.385853684,2.524961715,0.973104586,1.207847673,5.294086026,9.999999999,10005.39723
1.127642916,1.341435512,1.550642567,3.14135971,4.111033637,1.360334821,2.005228765,8.363402776,15.84,10005.39871
1.025939875,1.546411591,3.716435674,4.341655959,2.884650188,0.984458399,1.253533418,6.097357995,11.22,10005.39895
1.017491693,2.018925777,2.141797925,3.329476947,3.531954203,1.284871919,1.751769374,7.551404503,14.12,10005.39998
1.595089831,3.595684217,4.939975718,4.95694294,2.209821277,0.766706844,1.165001904,4.768461974,8.909991999,10005.40207
2.350711083,4.202308654,4.368643364,4.836425655,2.240131427,0.88663148,1.115535497,4.667701596,8.91,10005.40276
1.29913106,2.543466201,2.587374745,4.973870778,2.504145809,0.862244706,1.248736845,5.384872639,10,10005.40291
1.826983255,2.147993471,3.699474682,3.968622212,2.900937784,1.08253918,1.35284784,5.883675196,11.22,10005.40495
2.164876037,2.357503646,3.197035251,3.977007447,2.901608696,1.082320701,1.395110496,5.840960106,11.22,10005.40719
1.891969149,1.926610226,3.657447748,4.702086185,2.627385712,0.91746233,1.190877036,5.264274922,10,10005.40979
2.116283318,4.630222151,4.810852686,4.831059949,2.217386102,0.896652209,1.104698363,4.69126339,8.910000064,10005.41476
1.595129118,2.000743225,2.026774262,2.446095224,4.538180015,1.772485438,2.265880297,9.203454249,17.78,10005.41567
1.762195723,2.606741815,4.088878874,4.527902891,2.549941863,0.960877696,1.205443513,5.283736927,10,10005.41974
1.081498596,1.982115051,2.978768475,3.213836114,3.551095066,1.355437134,1.691146349,7.522321451,14.12,10005.4212
1.528584174,2.504853611,3.031485497,4.131150769,2.841062425,1.055983109,1.385854389,5.937100076,11.22,10005.42289
1.236157525,1.279919009,2.303235645,2.980760161,4.148410121,1.466469435,1.90064125,8.324479194,15.84,10005.42524
1.326348264,2.019985894,3.837822245,4.151508263,2.864039033,1.054210815,1.314775255,5.986974897,11.22,10005.42668
1.841400676,2.888887377,3.665516285,4.564057815,2.537310799,0.959171953,1.231984818,5.27153243,10,10005.42699
2.420664659,3.795349289,4.21805851,4.332297134,2.528465536,1.013944157,1.251035033,5.206554844,9.999999571,10005.43102
1.566079229,3.099994483,3.49253781,4.008640882,2.806656285,1.09887516,1.385199906,5.929268649,11.22,10005.43429
3.159639425,3.1858454,3.205445592,3.904443515,2.882821261,1.128481863,1.440450971,5.768245905,11.22,10005.43459
1.489811114,3.04297613,3.611745012,4.665318232,2.496506316,0.945503097,1.222377571,5.335613015,10,10005.43591
1.51805007,3.900572745,4.054739016,4.501656378,2.46350155,0.980251696,1.226876838,5.3293699,9.999999984,10005.43636
2.241598961,2.821315124,3.844829678,4.525677524,2.565694784,0.975580304,1.235669848,5.223055064,10,10005.437
1.775662005,2.83873045,2.9036387,4.804444713,2.535342514,0.91933845,1.263733915,5.281585121,10,10005.43747
1.045932049,2.777194839,3.389925326,3.635027197,3.086016527,1.215474572,1.510466373,6.768042527,12.58,10005.43784
1.787727293,3.257702725,3.588993116,4.583585477,2.513640032,0.964022787,1.242652466,5.279684716,10,10005.43794
2.091783866,2.603950199,4.087267214,4.548650543,2.572500745,0.971903286,1.216565538,5.239030431,10,10005.43852
1.422884554,1.571338556,4.858579241,4.915160275,2.642500711,0.899852018,1.106248301,5.35139887,9.999999899,10005.43944
1.469053998,1.833772944,1.916428984,3.453845811,3.632484349,1.282678363,1.804482202,7.400355086,14.12,10005.441
2.631179931,2.790907343,2.814314654,3.534031553,3.2291388,1.257753046,1.613079341,6.480028813,12.58,10005.44492
1.167376555,1.836032533,2.838377482,3.857256679,3.203170923,1.153102154,1.505416111,6.718310812,12.58,10005.44568
1.119459664,1.844124499,2.210333693,2.956569284,4.007809343,1.506563115,1.95898349,8.366644052,15.84,10005.44738
1.195617451,4.255017935,4.465893008,4.576015242,2.40842141,0.974728819,1.198655735,5.418193988,9.999999952,10005.44901
1.747982642,1.930166526,2.658798264,3.770296666,3.261022991,1.183411605,1.559521374,6.57604403,12.58,10005.44938
1.482145329,3.460749499,3.503481581,4.699454407,2.475802957,0.950708925,1.236139283,5.337348835,10,10005.45096
1.152546202,2.17401683,2.480480769,4.574330463,2.818077976,0.977476142,1.380623794,6.043822088,11.22,10005.45188
1.198937578,3.110172094,3.482800832,4.852178613,2.452244863,0.921797007,1.20892224,5.41703589,10,10005.45226
1.410313921,2.185453963,2.975993658,3.212618878,3.58151992,1.39396343,1.729985653,7.414530997,14.12,10005.45372
2.40471213,2.977728226,3.015037589,3.060715065,3.594218739,1.463038994,1.794817029,7.26792533,14.12000009,10005.45379
1.000704175,1.466516987,1.723560152,2.352255535,5.078619806,1.908268802,2.488463232,10.47464816,19.95,10005.45647
1.935213923,3.256215337,4.237047622,4.534985911,2.524367814,0.990624708,1.226638109,5.258369369,10,10005.45745
1.008588091,2.338119873,2.492790278,4.62655444,2.770975775,0.971062408,1.372219299,6.105742518,11.22,10005.45751
1.09985757,2.643426582,3.397797338,3.69237245,3.106846277,1.217120545,1.511428861,6.744604318,12.58,10005.45787
1.178831689,1.369543631,2.706875099,4.838765905,2.958010739,0.92920541,1.29863509,6.034148761,11.22,10005.45844
3.091276132,3.526089364,3.796733292,4.46624001,2.5609274,1.006971392,1.270355708,5.161745499,10,10005.45874
1.142976858,1.556322975,2.371107564,3.003755074,4.062542987,1.4991295,1.920873336,8.357454176,15.84,10005.46022
1.691686818,3.021125638,3.436810855,4.100874,2.822719737,1.100374929,1.391342353,5.905562982,11.22,10005.46271
2.371553081,2.428265463,2.915512771,4.893265785,2.600492143,0.922841358,1.265834196,5.210832304,10,10005.46355
2.616134517,3.851621568,3.912582603,4.477892987,2.534254624,1.009519023,1.265104682,5.191121671,10,10005.4648
1.494001751,2.843499301,4.284049557,4.70165035,2.508503863,0.961700252,1.195124256,5.334671629,10,10005.46508
4.460064799,4.768741853,4.774366576,4.875820294,2.276416489,0.928502943,1.137974487,4.567106912,8.91000083,10005.46664
2.679753693,3.06879121,4.357682237,4.496022028,2.569638692,1.007146243,1.236630745,5.186584307,9.999999987,10005.4668
1.095032605,2.075148023,2.920302414,4.543548256,2.817642963,0.99665967,1.339089959,6.066607409,11.22,10005.46685
2.405073449,2.559812423,3.081937557,3.116872491,3.62139306,1.451900349,1.778811899,7.2678939,14.11999921,10005.46707
1.023209126,2.622608161,3.183025447,3.790438041,3.091320576,1.197927126,1.512093638,6.77865866,12.58,10005.47006
1.186923347,1.707645167,3.187456132,3.901261266,3.227172278,1.16392036,1.477650167,6.711257195,12.58,10005.47008
2.547598582,2.926531707,3.561763523,4.03563883,2.877719074,1.127628936,1.408388732,5.806263259,11.22,10005.47267
1.697065905,2.333520336,4.357516048,4.76921769,2.566955465,0.95446492,1.183953461,5.294626154,10,10005.47302
2.937245289,4.053674262,4.407504721,4.412822637,2.538686698,0.835204431,1.455882188,5.170228425,10.00000174,10005.47385
1.331501443,2.296801246,3.660663374,4.285593591,2.834936101,1.06318672,1.336361251,5.985515928,11.22,10005.47415
1.135205892,1.612678593,3.51802948,4.592472361,2.894818813,0.995241209,1.279491243,6.050448736,11.22,10005.47784
1.561742786,2.52327554,2.830737191,3.247186858,3.568077559,1.409251208,1.76251608,7.380155153,14.12,10005.47926
2.14233011,2.486985235,3.449678356,4.845595003,2.584351262,0.946187952,1.23607005,5.233390736,10,10005.48152
1.51001732,2.729034505,4.055949326,4.820022415,2.517653964,0.952336301,1.198887705,5.33112203,10,10005.48292
1.972343606,2.016155379,2.11449254,2.555731905,4.566243997,1.798661884,2.271588594,9.143505524,17.78,10005.48463
2.225606345,2.548302079,3.340945937,4.864289014,2.583880138,0.946072778,1.245389205,5.224657879,10,10005.48593
2.595395522,2.914111163,3.377811685,4.107683122,2.880254472,1.120523502,1.416573162,5.802648864,11.22,10005.48614
1.385903419,3.005694157,3.525620867,4.927354206,2.485963174,0.93481167,1.218449656,5.360775501,10,10005.48701
3.173668458,3.50368563,3.630479329,3.991550238,2.868934727,1.154036136,1.429482746,5.767546391,11.22,10005.48707
2.149965668,2.426364716,2.904035947,3.218439722,3.619788673,1.431650559,1.775998915,7.292561853,14.12,10005.4874
1.659729037,2.121233424,4.036456504,4.245037791,2.890084928,1.085459516,1.333201566,5.911253997,11.22000001,10005.48744
1.061859996,2.306434941,3.673539289,3.808557248,3.126348878,1.210281081,1.482498174,6.760871869,12.58,10005.48785
2.631967779,3.405808056,4.150034319,4.570914345,2.551822073,1.008622067,1.24958393,5.18997193,10,10005.48808
2.246965565,2.611895747,3.121506483,4.233488356,2.885170675,1.090974432,1.411332569,5.832522324,11.22,10005.49022
1.400862624,3.43504877,3.989923086,4.797954872,2.467096873,0.962674397,1.213305795,5.356922935,10,10005.49028
2.394618678,3.369585208,3.482381016,3.548931337,3.189048018,1.302493412,1.589657052,6.498801514,12.58,10005.49123
1.803196838,2.158918123,2.744218624,3.310065793,3.622954825,1.397678704,1.762081158,7.337285313,14.12,10005.49221
1.711656013,2.482838124,3.973239278,4.871803778,2.555325056,0.950438183,1.202121993,5.292114769,10,10005.49322
2.224329619,3.221507625,3.234529818,4.157834506,2.84781342,1.114117903,1.423281848,5.834786828,11.22,10005.49373
2.634393847,2.758386236,4.122098793,4.696892362,2.586366915,0.990620619,1.233215484,5.189796981,10,10005.49898
1.262324289,1.704476648,1.708037837,3.228047593,4.055297809,1.441570168,2.027037292,8.316094731,15.84,10005.49913
2.499505253,2.803700994,3.43623602,3.614559726,3.223316152,1.287812532,1.578831726,6.490039588,12.58,10005.4995
1.771448521,2.214480096,4.246814307,4.910870173,2.584659188,0.948807653,1.184278273,5.282254886,10,10005.50067
2.478795444,2.831277659,3.128436354,4.900278809,2.575743278,0.951448671,1.271097175,5.201710876,10,10005.5014
1.678677862,3.506281788,3.646980203,4.164631758,2.7986745,1.119636286,1.393835759,5.907853454,11.22,10005.50153
2.367324986,3.395561139,3.729676747,4.083714505,2.846646639,1.142012377,1.410132129,5.821208855,11.22,10005.50173
1.836151782,2.507267237,2.997515458,3.262102124,3.593265998,1.430407864,1.764017495,7.332308643,14.12,10005.50237
1.304306741,1.932182611,2.220705423,4.903790325,2.872102008,0.952122611,1.402429972,5.993345408,11.22,10005.5031
2.519440358,3.357312586,3.981590956,4.05375597,2.854704526,1.152774754,1.404063767,5.808456772,11.21999982,10005.5042
2.707429317,2.711535353,2.986327852,3.690391565,3.237058861,1.266702347,1.601561764,6.474677028,12.58,10005.50453
2.732686144,3.052801976,3.353662794,4.153096803,2.877298885,1.125774761,1.423956201,5.792970152,11.22,10005.50474
2.002871992,2.238884261,4.215972195,4.884406369,2.598504766,0.957330252,1.194523467,5.249641516,10,10005.50487
1.839876665,1.871279752,2.266315241,4.065633803,3.276318147,1.150339812,1.591584694,6.561757346,12.58,10005.50509
1.491536856,1.656147953,2.767048842,4.741766864,2.939293042,0.987043196,1.348439058,5.945224703,11.22,10005.50597
1.234394066,1.361634644,2.902399233,4.959266061,2.969677181,0.945361623,1.289904162,6.015057035,11.22,10005.508
1.076078026,1.632570619,4.255829774,4.621349929,2.878940306,1.015718744,1.25069063,6.074650321,11.22,10005.50944
3.104634099,3.598870576,4.531344662,4.560034937,2.558472996,1.027120001,1.253354916,5.16105008,9.999997993,10005.51007
1.16708852,2.919867047,4.386998736,4.979656095,2.457032415,0.943302398,1.171248669,5.428416518,10,10005.51028
2.148152655,2.95408481,4.568472556,4.708212269,2.552878114,0.99773569,1.216628063,5.232758133,9.999999999,10005.51034
1.247336185,3.069481437,4.860674936,4.869175841,2.462851443,0.81777672,1.318435114,5.400856296,9.999919572,10005.51114
2.415607604,3.869762974,4.000717684,4.665288372,2.52571325,1.008672168,1.258627322,5.20698726,10,10005.51242
2.619612503,2.658157591,3.396850383,4.905004863,2.592666248,0.961037735,1.255428093,5.190867924,10,10005.51447
1.436694061,2.66277662,3.307708939,3.800721528,3.158763315,1.240445708,1.54276977,6.638021206,12.58,10005.51465
1.243952847,2.77729106,3.618029156,3.792696951,3.12405931,1.243801239,1.520194955,6.691944496,12.58,10005.51535
1.389970346,1.451554389,1.51501601,2.894816219,4.609598377,1.630311343,2.290370375,9.249719904,17.78,10005.51588
1.664282931,2.266778743,4.200385549,4.995074552,2.570362485,0.945567222,1.183640606,5.300429687,10,10005.51682
1.684166404,2.996963857,3.714726811,4.931970086,2.518394123,0.957762149,1.22696095,5.296882778,10,10005.51694
1.701397788,2.280436221,3.186898454,3.314842648,3.602318318,1.425010476,1.738795193,7.353876017,14.12,10005.51694
1.255561958,2.291463339,2.808272156,4.650476066,2.824087149,1.015796975,1.371887818,6.008228058,11.22,10005.51701
2.20497942,2.92678438,3.535961491,4.888704269,2.55745621,0.966487897,1.249296407,5.226759486,10,10005.51724
1.002125255,4.421522504,4.742689479,4.907481118,2.36361369,0.963293387,1.174153307,5.498939637,10.00000002,10005.51787
1.510896466,3.23723249,3.663155218,3.712153264,3.133992092,1.275851967,1.549226492,6.620929401,12.57999995,10005.52027
2.182077526,2.374997629,2.540146942,3.907273904,3.240956811,1.213112873,1.606790886,6.51913943,12.58,10005.52104
1.448065718,1.998016697,2.545892339,3.492593004,3.607604061,1.357159078,1.749948665,7.405288196,14.12,10005.52105
1.076463403,2.638003922,3.30502087,3.384979244,3.487295335,1.402809681,1.705411001,7.524483984,14.12,10005.52319
1.475189544,3.013486021,4.449431146,4.913142103,2.496451049,0.969930812,1.194678644,5.338939496,10,10005.52742
1.616952833,3.361312331,4.231550206,4.865277413,2.494139624,0.980158373,1.216478388,5.309223615,10,10005.52826
1.891004292,2.302643952,2.609295796,4.602923612,2.889936808,1.036204131,1.419449297,5.874409765,11.22,10005.52846
1.52172003,3.67331384,4.735890304,4.802389033,2.471853135,0.993018989,1.206551412,5.328575562,9.999999097,10005.52973
2.159143405,2.296539454,3.4283962,3.790264578,3.246932223,1.259906443,1.551588018,6.521573317,12.58,10005.52992
1.118807512,2.358796115,2.55803286,4.827043998,2.793520338,0.989324935,1.380250327,6.0569044,11.22,10005.52995
1.676838881,2.791622891,3.854742444,4.308925229,2.835017232,1.108690977,1.368111683,5.908180109,11.22,10005.53039
1.431226359,1.491188755,2.940761538,3.076296537,4.120627586,1.554986756,1.895034912,8.269350751,15.84000001,10005.53197
3.559644778,3.924588997,3.983645203,4.665182172,2.557170155,1.025670007,1.276696384,5.140463454,9.999999999,10005.5323
1.881627233,2.074359661,2.848581989,3.956728325,3.253174516,1.21002309,1.561074948,6.555727447,12.58,10005.533
1.535947053,2.853215201,4.312320112,4.974862909,2.512474873,0.965049671,1.196943402,5.325532055,10,10005.5363
1.06817751,2.151206027,2.396999508,3.63694001,3.528384264,1.323170252,1.74035849,7.528086994,14.12,10005.53911
1.673117965,3.149076171,3.920224586,4.972085281,2.509355103,0.968357114,1.22344454,5.298843244,10,10005.53972
